animal_id,crossing
A725771,"200 BLK E DEL AMO BLVD, LONG BEACH, CA"
A705347,200 BLK E NEVADA ST
A696198,200 BLK E PLATT
A696201,200 BLK E PLATT
A722675,200 BLK JUNIPERO
A720455,"200 BLK LONG BEACH BLVD, LONG BEACH, CA"
A682078,200 BLK MARINA DR
A717238,"200 BLK N. MARINA DR, LONG BEACH, CA"
A697979,"200 BLK PNE AVE, LONG BEACH CA"
A709906,"200 BLK W 15TH ST, LONG BEACH CA"
A707766,"200 BLOCK BONITO AVE, LONG BEACH CA"
A744159,"200 BLOCK COVINA AVE, LONG BEACH CA"
A722309,"200 BLOCK DEL AMO BLVD, LONG BEACH CA"
A723822,"200 BLOCK E 25TH ST, LONG BEACH CA"
A712407,"200 BLOCK E 67TH WAY, LONG BEACH CA"
A712410,"200 BLOCK E 67TH WAY, LONG BEACH CA"
A742818,"200 BLOCK E HOME ST, LONG BEACH CA"
A715081,"200 BLOCK GAVIOTA AVE, LONG BEACH CA"
A720049,"200 BLOCK LIME AVE, LONG BEACH CA"
A738571,"200 BLOCK LINDEN AVE, LONGBEACH CA"
A744063,"200 BLOCK LOS CERRITOS CENTER, CERRITOS CA"
A728907,"200 BLOCK OBISPO AVE, LONG BEACH CA"
A713042,"200 BLOCK W 67TH WAY, LONG BEACH"
A713041,"200 BLOCK W 67TH WAY, LONG BEACH CA"
A703508,2000 BLK CHESTNUT AVE
A741574,2000 BLK E HARDING ST
A720897,2000 BLK IROQUIOS AVE
A723167,2000 BLK LIME AVE
A723004,2000 BLK LIME AVE
A701139,"2000 BLK LINDEN AVE, LONG BEACH CA"
A697485,2000 BLK MAGNOLIAVE AVE
A702701,2000 BLK OLIVE AVE
A702697,2000 BLK OLIVE AVE
A668397,"2000 BLK SAN GABRIEL AVE, LONG BEACH, CA"
A697311,"2000 BLK SPARROW HILL LN, LAKEWOOD"
A719837,"2000 BLK W GAYLORD ST, LONG BEACH, CA"
A717750,"2000 BLOCK BEVERLY PLZA, LONG BEACH CA"
A701804,"2000 BLOCK LEMON AVE, LONG BEACH"
A736743,"2000 BLOCK MYRTLE AVE, LONG BEACH CA"
A707558,"2000 BLOCK OLIVE AVE, LONG BEACH CA"
A727878,"2000 BLOCK PINE AVE, LONG BEACH CA"
A715494,"2000 BLOCK W CANTON ST, LONG BEACH CA"
A717680,2000 E ARTESIA
A713325,2000 E PCH
A738806,20000 BLK S.SUSANA RD
A726186,"20000 BLOCK THORNLAKE AVE, CERRITOS CA"
A708702,"2001 SANTA FE AVE, LONG BEACH"
A696672,200TH BLK OF W 60TH WAY
A704038,"20300 PIONEER BLVD, CERRITOS CA"
A697231,"2100 BLK CANAL AVE, LONG BEACH CA"
A719700,2100 BLK E CARSON ST
A725273,2100 BLK E OCEAN BLVD
A708614,"2100 BLK E OCEAN BLVD, LONG BEACH, CA"
A714470,2100 BLK JUNIPERO
A717206,2100 BLK LOCUST AVE
A724681,2100 BLK OCEAN BLVD
A712081,"2100 BLK STANBRIDGE AVE, LONG BEACH, CA"
A718233,2100 BLK W CANTON ST
A725843,"2100 BLK W WARDLOW RD, LONG BEACH, CA"
A697079,2100 BLOCK MAGNOLIA AVE
A398640,"2100 BLOCK OREGON AVE, LONG BEACH CA"
A725626,"2100 BLOCK W 29TH ST, LONG BEACH CA"
A712906,"2100 BLOCK W WILLARD ST, LONG BEACH CA"
A714808,2100 E ANAHEIM
A742553,2100 E ANAHEIM ST LB CA
A715082,2100 E OCEAN
A701843,2100 E OCEAN BLVD
A727016,2100 PINE
A711427,"2100 SNOWDEN AVE, LONG BEACH CA"
A728716,2200 BLK DAISY AVE
A698454,2200 BLK EARL AVE
A704505,2200 BLK EASY AVE
A722335,2200 BLK LAKEWOOD
A703131,2200 BLK LONG BEACH BLVD
A740443,"2200 BLK MONTAIR AVE, LONG BEACH, CA"
A708811,2200 BLK OHIO AVE
A713651,2200 BLK STANLEY AVE
A734099,"2200 BLOCK ATLANTIC AVE, LONG BEACH CA"
A720949,"2200 BLOCK E HARDING ST, LONG BEACH CA"
A720950,"2200 BLOCK E HARDING ST, LONG BEACH CA"
A739038,"2200 BLOCK E WILLOW ST, SIGNAL HILL CA"
A739200,"2200 BLOCK LOCUST AVE, LONG BEACH CA"
A671206,2200 BLOCK OHIO
A729065,"2200 BLOCK PACIFIC AVE, LONG BEACH CA"
A729066,"2200 BLOCK PACIFIC AVE, LONG BEACH CA"
A706104,"2200 BLOCK PACIFIC AVE, LONG BEACH CA"
A663415,"2200 BLOCK STUDEBAKER RD, LONG BEACH CA"
A742029,"2200 BLOCK WALNUT AVE, SIGNAL HILL CA"
A727015,2200 MLK
A708930,2200 WALNUT AVE
A712759,"22400 BLOCK BELSHIRE AVE, HAWAIIAN GARDENS CA"
A691048,2300 BLK 17TH ST
A704017,"2300 BLK CARFAX AVE, LONG BEACH CA,"
A710397,"00 39TH PL, LONG BEACH CA"
A740074,"00 BLK PLYMOUTH ST, LONG BEACH CA"
A726395,"00 BLOCK AQUARIUM WAY, LONG BEACH CA"
A706435,"00 BLOCK E MARKET ST, LONG BEACH CA"
A743667,"00 BLOCK ELLIS ST, LONG BEACH CA"
A743671,"00 BLOCK ELLIS ST, LONG BEACH CA"
A697542,"00 BLOCK W DAMERON ST, LONG BEACH CA"
A694730,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A694749,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A694729,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A694741,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A711111,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A694732,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A694734,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A694735,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A694736,"00 BLOCK W PLEASANT ST, LONG BEACH CA"
A641634,"10 THE PASEO, LONG BEACH, CA 900802"
A733948,100 BLK ALAMITOS AVE
A712051,"100 BLK ALAMITOS AVE, LONG BEACH, CA"
A718415,100 BLK E 57TH ST
A718413,100 BLK E 57TH ST
A739246,100 BLK E ELLIS
A706201,100 BLK E GORDON ST
A717886,100 BLK E SPRING ST
A727951,"100 BLK GRANADA AVE, LONG BEACH, CA"
A728282,"100 BLK LINDERO AVE, LONG BEACH, CA"
A698739,100 BLK MIRA MAR AVE
A723240,100 BLK N QUEENSWAY
A697084,100 BLK SURFSIDE DR
A729860,100 BLK W 52ND ST
A728691,100 BLK W ARBOR ST
A699717,100 BLK W BARCLAY ST
A706944,100 BLK W BORT
A718144,100 BLK W LOUISE ST
A718682,100 BLK W SAN ANTONIO DR
A701737,"100 BLOCK AQUARIUM WAY, LONG BEACH"
A704063,"100 BLOCK E 15TH ST, LONG BEACH CA"
A693478,"100 BLOCK E 68TH ST, LONG BEACH CA"
A697907,"100 BLOCK E 7TH ST, LONG BEACH CA"
A697100,"100 BLOCK E BROADWAY, LONG BEACH CA"
A693077,100 BLOCK E HARCOURT ST LONG BEACH CA
A744230,"100 BLOCK E SCOTT ST, LONG BEACH CA"
A706254,"100 BLOCK S PINE AVE, LONG BEACH CA"
A721334,"100 BLOCK W 52ND ST, LONG BEACH CA"
A712678,100 E 68TH WAY
A728693,100 GOLDEN SHORE LONG BEACH CA
A723520,100 W ARBOR ST
A718173,1000 BLK 4TH ST
A632167,"1000 BLK ALAMITOS AVE, LONG BEACH, CA 0813"
A717478,1000 BLK CEDAR AVE
A717141,1000 BLK CHESTNUT AVE
A710997,"1000 BLK CORONADO AVE, LONG BEACH CA"
A727934,"1000 BLK E 3RD ST, LONG BEACH, CA"
A725737,"1000 BLK E CARTEGENA, LONG BEACH"
A728337,1000 BLK E MARKET ST
A726546,"1000 BLK E SALT LAKE ST, LONG BEACH"
A707739,1000 BLK E VIA WANDA
A703006,1000 BLK GLADYS
A702938,1000 BLK GLADYS AVE
A701852,1000 BLK LEWIS AVE
A701850,1000 BLK LEWIS AVE
A701851,1000 BLK LEWIS AVE
A720931,"1000 BLK LEWIS AVE, LONG BEACH, CA"
A698024,1000 BLK LIME AVE LB CA
A698028,1000 BLK LIME AVE LB CA
A698022,1000 BLK LIME AVE LB CA
A698029,1000 BLK LIME AVE LB CA
A698031,1000 BLK LIME AVE LB CA
A720948,1000 BLK MLK BLVD
A692513,400 BLK E SHORELINE DR
A719260,"400 BLK E SHORELINE DR, LONG BEACH, CA"
A680167,"400 BLK E SHORELINE DR, LONG BEACH, CA"
A701859,1000 BLK ORIZABA AVE
A717543,400 BLK LINDEN AVE
A702952,400 BLK OBISPO
A573848,"1000 BLK TERMINO AVE, LONG BEACH CA"
A744188,400 BLK SANTIAGO AVE
A744184,400 BLK SANTIAGO AVE
A744174,400 BLK SANTIAGO AVE
A744189,400 BLK SANTIAGO AVE
A734466,"1000 BLOCK CHESTNUT AVE, LONG BEACH CA"
A714991,"1000 BLOCK E 45TH WAY, LONG BEACH CA"
A705596,"1000 BLOCK E HILL ST, LONG BEACH CA"
A718179,400 BLK W 20TH ST
A735270,"1000 BLOCK E LURAY ST, LONG BEACH CA"
A739614,"1000 BLOCK HOFFMAN AVE, LONG BEACH CA"
A723446,"1000 BLOCK PACIFIC AVE, LONG BEACH CA"
A707178,"1000 BLOCK ROSWELL AVE, LONG BEACH CA"
A707773,"1000 BLOCK SOUTH ST, LONG BEACH CA"
A726146,"1000 BLOCK W CARSON ST, LONG BEACH CA"
A726147,"1000 BLOCK W CARSON ST, LONG BEACH CA"
A702489,"1000 BLOK N NORMAN CT, LONG BEACH CA"
A709241,1000 E 21ST ST
A716749,"400 BLOCK ATLANTIC AVE, LONG BEACH CA"
A706296,"400 BLOCK E 55TH ST, LONG BEACH CA"
A706304,"400 BLOCK E 55TH ST, LONG BEACH CA"
A738125,"400 BLOCK E 7TH ST, LONG BEACH CA"
A738126,"400 BLOCK E 7TH ST, LONG BEACH CA"
A722350,"400 BLOCK E ESTHER ST, LONG BEACH CA"
A738535,"400 BLOCK E LOUISE ST, LONG BEACH CA"
A738435,"400 BLOCK E SAN ANTONIO AVE, LONG BEACH CA"
A711446,"400 BLOCK ORANGE AVE, LONG BEACH CA"
A699360,"400 BLOCK PACIFIC AVE, LONG BEACH CA"
A721514,"400 BLOCK W COWLES ST, LONG BEACH CA"
A708344,"400 BLOCK WALNUT AVE, LONG BEACH CA"
A728682,400 CEDAR
A698807,1000 QUEENS HWY
A740436,10000 BLK 166TH ST
A703436,"400 W BROADWAY, LONG BEACH CA"
A691295,4000 BLK E 11TH ST
A701433,"4000 BLK E CONANT AVE, LONG BEACH, CA"
A701431,"4000 BLK E CONANT AVE, LONG BEACH, CA"
A698924,100BLK OF THE PROMENADE
A698919,100BLK OF THE PROMENADE
A698929,100BLK OF THE PROMENADE
A698931,100BLK OF THE PROMENADE
A708274,"101 E WILLOW ST, LONG BEACH, CA"
A698486,"4000 BLK E RANSOM ST, LONG BEACH, CA"
A695515,103 NIETO
A720739,1050 LINDEN AVE
A703940,1050 LINDEN AVE
A728637,"10500 BLOCK CARNABY ST, BELLFLOWER CA"
A739084,"10600 BLOCK WALNUT ST, LOS ALAMITOS CA"
A742410,4000 BLK PINE AVE
A712710,"4000 BLOCK E VIA ORO, LONG BEACH CA"
A706809,"4000 BLOCK VIRGINA AVE, LONG BEACH"
A712907,10700 BLK SOUTH ST
A712909,10700 BLK SOUTH ST
A692332,"10700 BLK SOUTH ST, CERRITOS CA"
A727478,10700 CHESTNUT ST
A701138,10700 SOUTH
A699794,1073 E 4TH ST
A722214,400TH TERMINO
A688721,"401 GOLDEN AVE, LONG BEACH CA"
A694323,405 FREEWAY AND 710
A721942,405 FREEWAY AT LAKEWOOD BLVD
A736256,405 IN SIGNAL HILL
A717167,"10800 BLOCK OAK ST, LOS ALAMITOS CA"
A739994,4100 BLK CHARLEMAGNE AVE
A702599,10800 CHESTNUT
A695041,4100 BLK E JACINTO WAY
A700365,4100 BLK E OLYMPIC PLZ
A714376,"4100 BLOCK E WILLOW ST, LONG BEACH CA"
A714385,"4100 BLOCK E WILLOW ST, LONG BEACH CA"
A709074,"11 TRAFFORD ST, LONG BEACH CA"
A719683,1100 0HIO
A716387,"1100 BLK DAWSON AVE, LONG BEACH, CA"
A745407,"1100 BLK DAWSON AVE, LONG BEACH, CA"
A706645,4200 BLK E PCH
A694233,1100 BLK E 11TH ST
A702694,"4200 BLK HACKETT, LAKEWOOD, CA"
A697413,"4200 BLK LAKEWOOD BLVD, LONG BEACH, CA"
A703226,4200 BLK LONG BEACH BLVD
A725734,"1100 BLK E 1ST ST, LONG BEACH, CA"
A714784,"1100 BLK E 7TH ST, LONG BEACH CA"
A724803,4300 BLK BELLFLOWER
A697328,4300 BLK E 10TH ST LB 9+0804
A638884,"4300 BLK GARDENIA AVE, LONG BEACH, CA 9080"
A726405,"4300 BLK HOWARD AVE, LOS ALAMITOS, CA"
A715246,1100 BLK E VIA WANDA
A705191,4300 WHITEWOOD
A742554,"1100 BLK PACIFIC COAST HWY, LONG BEACH CA,"
A698393,1100 BLK STANLEY AVE
A716447,"1100 BLOCK E 10TH ST, LONG BEACH CA"
A717820,"1100 BLOCK E 66TH WAY, LONG BEACH CA"
A707293,"1100 BLOCK GAVIOTA AVE, LONG BEACH CA"
A707295,"1100 BLOCK GAVIOTA AVE, LONG BEACH CA"
A702267,"1100 BLOCK LIME AVE, LONG BEACH CA"
A702455,"4400 BLK ORANGE AVE, LONG BEACH CA"
A736995,"1100 BLOCK LOCUST AVE, LONG BEACH CA"
A702731,"1100 BLOCK MLK JR, LONG BEACH"
A743965,1100 BLOCK N STUDEBAKER
A739384,"1100 BLOCK PACIFIC AVE, LONG BEACH"
A712578,"1100 BLOCK PACIFIC AVE, LONG BEACH CA"
A698160,"1100 BLOCK STANLEY AVE, LONG BEACH CA"
A698162,"1100 BLOCK STANLEY AVE, LONG BEACH CA"
A706286,"1100 BLOCK VIRGINA CT, LONG BEACH CA"
A703403,1100 E 17TH ST
A726203,"450 E SHORELINE DR, LONG BEACH CA"
A703402,1100 E 17TH ST
A710817,1100 OLIVE AVE
A706981,1100 TEMPLE
A715811,4500 BLK LONG BEACH BLVD
A695210,1100 W ARTESIA BLVD
A726511,"4500 BLOCK BRIERCREST AVE, LAKEWOOD, CA"
A710029,"4500 BLOCK E 23RD ST, LONG BEACH CA"
A728664,"4500 BLOCK FALCON AVE, LONG BEACH CA"
A701238,11000 BLK DAVENPORT ROAD
A697567,"11000 BLOCK GONSALVES PL, CERRITOS CA"
A699744,4600 BLK LONG BEACH BLVD
A696386,"11200 BLOCK BOS ST, CERRITOS CA"
A703046,4600 BLK N VIRGINA RD
A739083,"4600 BLOCK FALCON AVE, LONG BEACH CA"
A739082,"4600 BLOCK FALCON AVE, LONG BEACH CA"
A699919,4700  E PCH
A702233,11300 BLK SOUTH ST
A720423,"4700 BLK E OCEAN BLVD, LONG BEACH, CA"
A717545,"11500 BLOCK FLOSSMOOR RD, SANTA FE SPRINGS CA"
A724876,"118700 KAMSTRA AVE, CERRITOS CA"
A703462,"4700 BLK E. PACIFIC COAST HWY, LONG BEACH CA"
A709556,4700 BLK VIRGINIA AVE LONG BEACH CA 908052
A728681,4700 E PCH
A707053,4700 E PCH
A696870,4700 HAZELBROO
A699330,"1200  BLK DAISY AVE, LONG BEACH CA"
A699332,"1200  BLK DAISY AVE, LONG BEACH CA"
A699331,"1200  BLK DAISY AVE, LONG BEACH CA"
A696094,4700TH BLK OF LURELEI
A697473,"1200 BELLFLOWER BLVD, LONG BEACH"
A699655,4720 E PCH
A699685,4720 E PCH
A699656,4720 E PCH
A713294,4720 PACIFIC COAST HWY
A713296,4720 PACIFIC COAST HWY
A693408,1200 BLK DAISY AVE
A698660,"1200 BLK DAISY AVE, LONG BEACH, CA"
A732119,1200 BLK E 64TH ST
A707069,1200 BLK E 64TH ST
A707070,1200 BLK E 64TH ST
A703416,1200 BLK E 68TH ST
A702538,"4800 BLOCK BELLFLOWER BLVD, LONG BEACH CA"
A705868,4800 PREMIERE
A741445,"1200 BLK MYRTLE AVE, LONG BEACH"
A741443,"1200 BLK MYRTLE AVE, LONG BEACH"
A737277,"1200 BLK OF DAISY AVE, LB CA"
A712650,500 BLK ATLANTIC AVE
A680674,500 BLK ATLANTIC AVE
A694408,1200 BLK PINE AVE
A719676,"1200 BLK W PACIFIC COAST HWY, LONG BEACH"
A732086,"1200 BLOCK BELLFLOWER BLVD, LONG BEACH CA"
A718101,"1200 BLOCK BELLFLOWER BLVD, LONG BEACH CA"
A718170,500 BLK DAISY AVE
A546846,"1200 BLOCK CHESTNUT AVE, LONG BEACH"
A702361,"1200 BLOCK E 56TH ST, LONG BEACH CA"
A745173,"1200 BLOCK E 56TH ST, LONG BEACH CA"
A692621,"1200 BLOCK E JACKSON ST, LONG BECH CA"
A741497,"1200 BLOCK E POINSETTIA ST, LONG BEACH CA"
A720461,"1200 BLOCK W MADDOX ST, LONG BEACH CA"
A740416,"500 BLK E PLEASANT ST, LONG BEACH, CA"
A742749,12000 BLK ELGERS ST
A701819,1200BLOCK PIER G WAY LONG BEACH CA
A721700,1200TH BLK OF DAISY AVE
A721701,1200TH BLK OF DAISY AVE
A721227,"500 BLK PIER T AVE, LONG BEACH, CA"
A736561,"12100 BLOCK ARTESIA BLVD, CERRITOS CA"
A699781,"12200 BLOCK EBERLE PL, CERRITOS CA"
A718161,"12200 BLOCK MONTECITO RD, SEAL BEACH CA"
A723746,500 BLK W 4TH ST
A724506,"12300 BLOCK CARNABY ST, CERRITOS CA"
A703937,500 BLK WILLOW STREET LONG BEACH CA 908096
A739896,"500 BLOCK E 20TH ST, LONG BEACH CA"
A736642,"500 BLOCK LAKEWOOD CENTER MALL, LAKEWOOD CA"
A728273,12300 DROXFORD
A704963,"500 BLOCK LINDEN AVE, LONG BEACH CA"
A715149,"500 BLOCK MAGNOLIA AVE, LONG BEACH CA"
A715151,"500 BLOCK MAGNOLIA AVE, LONG BEACH CA"
A715152,"500 BLOCK MAGNOLIA AVE, LONG BEACH CA"
A738951,"500 BLOCK W SAN ANTONIO DR, LONG BEACH CA"
A704723,12400 MILES
A720693,12601 TOWN CENTER DR
A720692,12601 TOWN CENTER DR
A704349,"12700 BLOCK ACLARE ST, CERRITOS CA"
A711365,"12900 BLK E ARTESIA BLVD, CERRITOS"
A706236,"12900 BLOCK DROXFORD, CERRITOS CA"
A708174,"12900 PARK PLAZA DR, CERRITOS CA"
A709974,1300 BLK APPLETON ST
A701694,5000 BLK SPRING ST
A725964,"5000 BLOCK ATLANTIC AVE, LONG BEACH CA"
A703184,1300 BLK E 2OTH
A726136,"5000 BLOCK E ANAHEIM RD, LONG BEACH CA"
A745024,"5000 BLOCK LBB, LONG BEACH CA"
A713628,1300 BLK E 55TH ST
A712871,"5000 BLOCK LBB, LONG BEACH CA"
A704766,5000 E OCEAN
A725152,5000 E OCEAN BLVD
A725153,5000 E OCEAN BLVD
A686222,"1300 BLK E APPLETON S, LONG BEACH, CA 90802T"
A715088,5000 E PCH
A713757,1300 BLK E HELLMAN ST
A703771,"5100 BLOCK E CENTRALIA, LONG BEACH"
A697773,5200 BLK E 7TH ST
A702775,"5200 BLK E APPIAN WAY, LONG BEACH, CA"
A702776,"5200 BLK E APPIAN WAY, LONG BEACH, CA"
A714895,1300 BLK MARTIN LUTHER KING JR
A714777,"5200 BLOCK CHERRY AVE, LONG BEACH CA"
A696627,1300 BLK PARADE ST
A697447,"5200 BLOCK LEMON AVE, LONG BEACH CA"
A697450,"5200 BLOCK LEMON AVE, LONG BEACH CA"
A697449,"5200 BLOCK LEMON AVE, LONG BEACH CA"
A715997,1300 BLK STANLEY AVE
A718090,5201 E7TH
A725192,5300 BLK ATLANTIC AVE
A694296,1300 BLK W 31ST
A706050,"5300 BLK KATELLA AVE, LOS ALAMITOS, CA"
A695319,1300 BLK W WILLOW ST
A697453,"1300 BLOCK E 20TH ST, LONG BEACH"
A697454,"1300 BLOCK E 20TH ST, LONG BEACH"
A697456,"1300 BLOCK E 20TH ST, LONG BEACH"
A726814,"1300 BLOCK E 20TH ST, LONG BEACH CA"
A707645,"5300 LANAI AVE, LONG BEACH CA"
A733050,"1300 BLOCK LEMON AVE, LONG BEACH CA"
A721962,"1300 BLOCK ORANGE AVE, LONG BEACH CA"
A699306,"1300 BLOCK W 12TH ST, LONG BEACH CA"
A699311,"1300 BLOCK W 12TH ST, LONG BEACH CA"
A699307,"1300 BLOCK W 12TH ST, LONG BEACH CA"
A699310,"1300 BLOCK W 12TH ST, LONG BEACH CA"
A739784,"1300 BLOCK W PARADE ST, LONG BEACH CA"
A703588,"1300 BLOCK WALNUT AVE, LONG BEACH"
A721914,5400 BLK ATLANTIC AVE
A693041,5400 BLK ATLANTIC BLVD
A710962,5400 BLK CALIFORNIA AVE
A703432,1300 MOLINO
A704729,5400 BLK E OCEAN BLVD
A711231,5400 BLK EL JARDIN ST
A738603,1300 W PACIFIC COAST HWY
A738602,1300 W PACIFIC COAST HWY
A745116,5400 BLK LINDEN AVE
A744740,13000 BACH WAY
A708988,13000 BLK BIGELOW
A708990,13000 BLK BIGELOW
A715876,"13000 BLK E 166TH ST, CERRITOS CA"
A714795,"13000 BLK ESPINHEIRA DR, CERRITOS"
A714143,5400 BLK OCEAN BLVD
A711768,"5400 BLK PARAMOUNT BLVD, LONG BEACH"
A731851,"13000 BLOCK SUTTON ST, CERRITOS CA"
A707473,"5400 BLOCK E EL JARDIN ST, LONG BEACH CA"
A707668,"5400 BLOCK PARAMOUNT BLVD, LONG BEACH CA"
A711022,"5400 BLOCK PARAMOUNT BLVD, LONG BEACH CA"
A725953,"5400 BLOCK PARAMOUNT BLVD, LONG BEACH CA"
A706146,13000 POINT REYES
A727444,5400 E CARSON
A706148,"13100 BLOCK CAROLYN ST, CERRITOS CA"
A702761,13100 ESSEX
A699315,5500 ACKERFIELD
A703220,5500 BLK ACKERFIELD
A701867,5500 BLK ACKERFIELD AVE
A712898,"5500 BLK ATLANTIC AVE, LONG BEACH CA"
A706237,"13200 BLOCK E 166TH ST, CERRITOS CA"
A696286,13400 DESTINO
A707077,13500 BLK ASHWORTH PL
A702408,5500 BLK ORANGE AVE
A714595,"5500 BLOCK CHERRY AVE, LONG BEACH CA"
A726236,"5500 BLOCK E CARSON ST, LONG BEACH CA"
A735123,5500 BLOCK LBB
A707745,"5500 BLOCK PARAMOUNT BLVD, LONG BEACH CA"
A694566,5500 E CARSON
A744988,"5500 E OCEAN BLVD, LB CA"
A721780,5600 BLK CALIFORNIA AVE
A708913,"13P00 BLK E 17TH ST, LONG BEACH CA"
A698573,5600 BLK CIRCLE DRIVE
A701695,140 WELCOME LN
A695718,1400 BLK CORONADO
A695634,1400 BLK CORONADO
A728322,"5600 BLOCK LANGPORT AVE, LONG BEACH CA"
A728321,"5600 BLOCK LANGPORT AVE, LONG BEACH CA"
A680503,"5600 BLOCK ORANGETHORPE AVE, LA PALMA CA"
A720188,5600 E HANBURY
A710649,1400 BLK E 11TH ST
A716139,1400 BLK E LURAY ST
A698614,1400 BLK HACKETT AVE
A725194,"1400 BLK HARBOR AVE, LONG BEACH CA"
A700590,"5700 BLOCK E ROSEBAY ST, LONG BEACH CA"
A707241,"5700 BLOCK E SCRIVENER ST, LONG BEACH"
A727427,"1400 BLK LEMON AVE, LONG BEACH, CA"
A718877,"5700 BLOCK KILLDEE ST, LONG BEACH CA"
A718873,"5700 BLOCK KILLDEE ST, LONG BEACH CA"
A725996,"5700 BLOCK MYRTLE AVE, LONG BEACH CA"
A724627,5700 E VERNON
A725110,5800 APPIAN WAY
A710870,5800 BLK CHERRY STREET LONG BEACH CA
A667143,1400 BLK ORIZABA LB CA 9080
A707643,"1400 BLK PIER G AVE, LONG BEACH, CA"
A725109,5800 BLK ORANGE AVE
A703456,5800 BLK PARKCREST
A697346,1400 BLK WALNUT AVE
A697865,5800 BLK PARKCREST ST
A717815,"5800 BLOCK LBB, LONG BEACH CA"
A738359,"5800 BLOCK ORANGE AVE, LONG BEACH CA"
A703503,"1400 BLK WARREN AVE, LONG BEACH, CA"
A728896,"5800 BLOCK ORANGE AVE, LONG BEACH CA"
A721036,"1400 BLOCK ALAMITOS AVE, LONG BEACH CA"
A741619,"1400 BLOCK E 10TH ST, LONG BEACH CA"
A724979,"1400 BLOCK E 23RD ST, SIGNAL HILL CA"
A742039,"1400 BLOCK E PHILLIPS ST, LONG BEACH CA"
A706474,"1400 BLOCK E POINSETTIA ST, LONG BEACH CA"
A708107,5800 JOHN AVE
A710924,"1400 BLOCK TERMINO AVE, LONG BEACH"
A709814,5800 PAVO
A719442,5800TH BLK OF OBISPO AVE
A694085,588 E BURNETT
A691311,5900 ATLANTIC
A693361,5900 BLK ATLANTIC AVE
A708052,"5900 BLK CALIFORNIA AVE, LONG BEACH, CA"
A708051,"5900 BLK CALIFORNIA AVE, LONG BEACH, CA"
A704369,"1400 SAN FRANCISCO AVE, LONG BEACH CA"
A740635,5900 BLK DEFOREST
A720625,"14200 BLOCK WHITEROCK DR, LA MIRADA CA"
A720626,"14200 BLOCK WHITEROCK DR, LA MIRADA CA"
A717485,5900 BLK MYRTLE AVE
A739935,"5900 BLOCK DEFOREST AVE, LONG BEACH"
A739906,"5900 BLOCK E LOS SANTOS DR, LONG BEACH CA"
A714380,5900 ORANGE
A723628,"1500 BLK E SAN ANTONIO DRIVE, LONG BEACH CA 9007"
A695689,600 BLK ANAHEIM ST
A729021,600 BLK CORONADO AVE
A729015,600 BLK CORONADO AVE
A700703,600 BLK E 6TH ST
A700847,1500 BLK POPPY ST
A718547,600 BLK FLINT AVE
A741176,"1500 BLOCK ROSE AVE, LONG BEACH CA"
A712743,600 BLK LONG BEACH BLVD
A700350,600 BLK W 10TH ST
A711684,"600 BLK W 19TH ST, LONG BEACH CA"
A726419,"600 BLK W PACIFIC COAST HWY, LONG BEACH CA"
A692671,"2300 BLK E 11TH ST, LONG BEACH CA"
A742432,"600 BLOCK LOMA AVE, LONG BEACH CA"
A728035,"2300 BLK E 17TH ST, LONG BEACH, CA"
A718578,"600 BLOCK LOMA AVE, LONG BEACH CA"
A718579,"600 BLOCK LOMA AVE, LONG BEACH CA"
A707580,"600 BLOCK PIER D, LONG BEACH CA"
A666372,"600 BLOCK PINE AVE, LONG BEACH CA"
A725975,"600 BLOCK STANLEY AVE, LONG BEACH CA"
A713588,"600 BLOCK W 17TH ST, LONG BEACH CA"
A713584,"600 BLOCK W 17TH ST, LONG BEACH CA"
A713586,"600 BLOCK W 17TH ST, LONG BEACH CA"
A707020,600 E 3RD ST
A744216,600 E HILL ST
A709713,600 FLINT
A709813,600 FLINT
A713318,"2300 BLK MARTIN LUTHER KING BLVD, LONG BEACH CA"
A717917,"2300 BLK MONTE VERDE DR, SIGNAL HILL, CA"
A709001,6000 BLK LEMON AVE
A726548,"6000 BLK LEWIS AVE, LONG BEACH, CA"
A726118,"2300 BLOCK ADRIATIC AVE, LONG BEACH CA"
A712459,"2300 BLOCK ATLANTIC AVE, LONG BEACH CA"
A697469,"2300 BLOCK ATLANTIC(ALLEY), LONG BEACH CA"
A727388,"2300 BLOCK DAWSON AVE, SIGNAL HILL CA"
A718617,"2300 BLOCK ELM AVE, LONG BEACH CA"
A718629,"2300 BLOCK ELM AVE, LONG BEACH CA"
A722362,"2300 BLOCK LIME AVE, LONG BEACH CA"
A722353,"2300 BLOCK LIME AVE, LONG BEACH CA"
A738412,"2300 BLOCK MAINE AVE, LONG BEACH CA"
A738414,"2300 BLOCK MAINE AVE, LONG BEACH CA"
A710068,"2300 BLOCK MLK JR, LONG BEACH CA"
A712082,2300 MAGNOLIA AVE
A707022,"6000 BLOCK GUNDRY AVE, LONG BEACH CA"
